SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
RUPA,Rupa & Company Limited,18.522774,22.425,,0.146,14270686208.0,Consumer Cyclical,Apparel Manufacturing
RUSHIL,Rushil Decor Limited,15.763888,45.253,,-0.093,6261045760.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
RUSTOMJEE,Keystone Realtors Limited,46.280003,32.446,,-0.555,65611796480.0,Real Estate,Real Estate - Development
RVHL,Ravinder Heights Limited,,0.465,,,3311592704.0,Real Estate,Real Estate - Development
RVNL,Rail Vikas Nigam Limited,52.950165,61.898,,-0.134,686701346816.0,Industrials,Engineering & Construction
RVTH,Revathi Equipment India Limited,13.088708,62.852,,-0.976,3000233984.0,Industrials,Farm & Heavy Construction Machinery
S&SPOWER,S&S Power Switchgears Limited,,34.878,,,3203862272.0,Industrials,Electrical Equipment & Parts
SABEVENTS,Sab Events & Governance Now Media Limited,,,,,41829964.0,Communication Services,Publishing
SABTNL,Sri Adhikari Brothers Television Network Limited,,433.214,,,12677668864.0,Communication Services,Broadcasting
SADBHAV,Sadbhav Engineering Limited,,,,,2220128768.0,Industrials,Engineering & Construction
SADBHIN,Sadbhav Infrastructure Project Limited,,,,,1725903616.0,Industrials,Engineering & Construction
SADHNANIQ,Sadhana Nitrochem Limited,217.09999,115.164,,1.0,7194346496.0,Basic Materials,Specialty Chemicals
SAFARI,Safari Industries (India) Limited,65.79216,17.556,,-0.292,97648336896.0,Consumer Cyclical,Footwear & Accessories
SAGARDEEP,Sagardeep Alloys Limited,64.40426,44.735,,1.0,516327520.0,Basic Materials,Copper
SAGCEM,Sagar Cements Limited,,77.433,,,22313162752.0,Basic Materials,Building Materials
SAGILITY,Sagility India Limited,45.182796,19.167,,1.875,196709498880.0,Healthcare,Health Information Services
SAH,Sah Polymers Limited,314.5185,34.587,,-0.924,2190596352.0,Consumer Cyclical,Packaging & Containers
SAHYADRI,Sahyadri Industries Limited,13.892575,19.539,,-0.759,2703845376.0,Industrials,Building Products & Equipment
SAIL,Steel Authority of India Limited,19.500921,71.655,,-0.667,437423112192.0,Basic Materials,Steel
SAILIFE,Sai Life Sciences Limited,105.308266,95.145,,0.309,145731731456.0,Healthcare,Diagnostics & Research
SAKAR,Sakar Healthcare Limited,40.12773,31.13,,1.122,5193006080.0,Healthcare,Drug Manufacturers - Specialty & Generic
SAKHTISUG,Sakthi Sugars Limited,2.4826791,572.607,,,2555253504.0,Consumer Defensive,Confectioners
SAKSOFT,Saksoft Limited,19.833551,9.39,,0.183,19388647424.0,Technology,Information Technology Services
SAKUMA,Sakuma Exports Limited,8.875,6.568,,-0.607,4452466688.0,Consumer Defensive,Farm Products
SALASAR,Salasar Techno Engineering Limited,27.0,52.665,,-0.34,14004090880.0,Basic Materials,Steel
SALONA,Salona Cotspin Limited,18.61699,265.975,,0.099,1278763008.0,Consumer Cyclical,Textile Manufacturing
SALSTEEL,S.A.L. Steel Limited,68.81481,276.182,,,1581230592.0,Basic Materials,Steel
SALZERELEC,Salzer Electronics Limited,21.975887,66.737,,0.174,15310565376.0,Industrials,Electrical Equipment & Parts
SAMBHAAV,Sambhaav Media Limited,45.307693,9.601,,0.5,1125643776.0,Communication Services,Publishing
SAMHI,Samhi Hotels Limited,29.94989,207.439,,,30301274112.0,Consumer Cyclical,Lodging
SAMMAANCAP,Sammaan Capital Limited,,229.977,,-0.338,87776796672.0,Financial Services,Mortgage Finance
SAMPANN,Sampann Utpadan India Limited,,2796.595,,,1197994624.0,Basic Materials,Specialty Chemicals
SANATHAN,Sanathan Textiles Limited,16.028456,70.19,,-0.019,27097933824.0,Consumer Cyclical,Textile Manufacturing
SANCO,Sanco Industries Limited,31.555553,,-91.438,,41135980.0,Industrials,Electrical Equipment & Parts
SANDESH,The Sandesh Limited,5.875345,,,,8225688576.0,Communication Services,Publishing
SANDHAR,Sandhar Technologies Limited,15.316003,68.428,,0.181,20573177856.0,Consumer Cyclical,Auto Parts
SANDUMA,Sandur Manganese & Iron Ores Limited,15.697635,11.863,,14.143,75289567232.0,Basic Materials,Steel
SANGAMIND,Sangam (India) Limited,44.664883,120.232,,-0.364,16673895424.0,Consumer Cyclical,Textile Manufacturing
SANGHIIND,Sanghi Industries Limited,,324.964,,,13988353024.0,Basic Materials,Building Materials
SANGHVIMOV,Sanghvi Movers Limited,13.2251005,32.343,,-0.46,19888238592.0,Industrials,Rental & Leasing Services
SANGINITA,Sanginita Chemicals Limited,98.99999,51.547,,-0.805,188945456.0,Basic Materials,Chemicals
SANOFI,Sanofi India Limited,40.98254,2.243,33.446997,-0.337,128691617792.0,Healthcare,Drug Manufacturers - General
SANOFICONR,Sanofi Consumer Healthcare India Limited,62.110657,7.436,131.78,-0.347,112332898304.0,Healthcare,Drug Manufacturers - General
SANSERA,Sansera Engineering Limited,32.150043,74.795,,0.028,71250321408.0,Consumer Cyclical,Auto Parts
SANSTAR,Sanstar Limited,28.90301,9.9,,-0.42,15749526528.0,Basic Materials,Chemicals
SANWARIA,Sanwaria Consumer Limited,,,,,360688896.0,Consumer Defensive,Farm Products
SAPPHIRE,Sapphire Foods India Limited,498.60654,87.936,,0.178,97613897728.0,Consumer Cyclical,Restaurants
SARDAEN,Sarda Energy & Minerals Limited,27.774641,47.6,,0.687,190655725568.0,Basic Materials,Steel
SAREGAMA,Saregama India Limited,48.05825,0.326,,0.188,95212257280.0,Communication Services,Entertainment
SARLAPOLY,Sarla Performance Fibers Limited,10.23907,32.539,,0.618,6264395776.0,Consumer Cyclical,Textile Manufacturing
SARVESHWAR,Sarveshwar Foods Limited,0.07783686,105.368,,0.4,6734254080.0,Consumer Defensive,Packaged Foods
SASKEN,Sasken Technologies Limited,38.025143,3.535,,-0.491,21307545600.0,Technology,Information Technology Services
SASTASUNDR,Sastasundar Ventures Limited,,0.126,,,7687961600.0,Healthcare,Pharmaceutical Retailers
SATIA,Satia Industries Limited,5.6063566,,,0.888,6879000064.0,Basic Materials,Paper & Paper Products
SATIN,Satin Creditcare Network Limited,5.326836,330.112,,-0.884,15631494144.0,Financial Services,Credit Services
SATINDLTD,Sat Industries Limited,12.531757,5.079,,0.485,9625776128.0,Basic Materials,Steel
SAURASHCEM,Saurashtra Cement Limited,162.8085,17.779,,,8507952128.0,Basic Materials,Building Materials
SBC,SBC Exports Limited,65.26315,136.994,,0.178,5904756224.0,Industrials,Conglomerates
SBCL,Shivalik Bimetal Controls Limited,30.765162,10.37,,0.078,25138470912.0,Industrials,Metal Fabrication
SBFC,SBFC Finance Limited,27.86622,152.987,,0.379,90417201152.0,Financial Services,Credit Services
SBGLP,Suratwwala Business Group Limited,,33.427,,-0.973,4824459264.0,Real Estate,Real Estate - Development
SBICARD,SBI Cards and Payment Services Limited,38.615635,330.17,,-0.303,789481062400.0,Financial Services,Credit Services
SBILIFE,SBI Life Insurance Company Limited,57.467857,,15.539,0.71,1389207879680.0,Financial Services,Insurance - Life
SBIN,State Bank of India,8.183606,,18.16,0.703,6495784140800.0,Financial Services,Banks - Regional
SCHAEFFLER,Schaeffler India Limited,55.551777,1.041,18.518,0.136,523235459072.0,Consumer Cyclical,Auto Parts
SCHAND,S Chand And Company Limited,11.916955,11.507,,,6069981184.0,Communication Services,Publishing
SCHNEIDER,Schneider Electric Infrastructure Limited,67.09713,128.534,,0.216,145351327744.0,Industrials,Electrical Equipment & Parts
SCI,Shipping Corporation Of India Limited,7.1692386,29.379,,-0.438,69259657216.0,Industrials,Marine Shipping
SCILAL,Shipping Corporation of India Land and Assets Limited,47.817204,0.003,,-0.333,20737384448.0,Real Estate,Real Estate Services
SCPL,Sheetal Cool Products Limited,16.3088,54.579,,-0.197,3094350080.0,Consumer Defensive,Packaged Foods
SDBL,Som Distilleries & Breweries Limited,24.692457,19.481,,,26285322240.0,Consumer Defensive,Beverages - Brewers
SEAMECLTD,Seamec Limited,24.508005,25.664,,,24127053824.0,Industrials,Marine Shipping
SECMARK,SecMark Consultancy Limited,39.92754,33.831,,,864080960.0,Industrials,Consulting Services
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,,,,717659008.0,Technology,Software - Application
SEJALLTD,Sejal Glass Limited,48.546436,518.219,,2.34,3836477440.0,Industrials,Building Products & Equipment
SELAN,Selan Exploration Technology Limited,11.363538,0.763,,2.038,7929840128.0,Energy,Oil & Gas E&P
SELMC,SEL Manufacturing Company Limited,,,,,1032477312.0,Consumer Cyclical,Textile Manufacturing
SEMAC,SEMAC CONSULTANTS LIMITED,,53.238,,,1035257536.0,Industrials,Farm & Heavy Construction Machinery
SENCO,Senco Gold Limited,24.81827,132.724,,-0.709,41403019264.0,Consumer Cyclical,Luxury Goods
SENORES,Senores Pharmaceuticals Limited,46.07317,78.613,,0.452,26098575360.0,Healthcare,Drug Manufacturers - General
SEPC,SEPC Limited,117.28571,26.804,,-0.25,26110427136.0,Industrials,Engineering & Construction
SEQUENT,Sequent Scientific Limited,296.13043,65.941,,-0.606,34147493888.0,Healthcare,Drug Manufacturers - Specialty & Generic
SERVOTECH,Servotech Renewable Power System Limited,127.78021,42.941,,6.2,25221597184.0,Industrials,Electrical Equipment & Parts
SESHAPAPER,Seshasayee Paper and Boards Limited,11.558301,4.196,,-0.759,16817108992.0,Basic Materials,Paper & Paper Products
SETCO,Setco Automotive Limited,,,,,2340922624.0,Consumer Cyclical,Auto Parts
SETUINFRA,Setubandhan Infrastructure Limited,60.000004,158.545,0.184,,75406800.0,Industrials,Engineering & Construction
SEYAIND,Seya Industries Limited,,93.308,,,446384800.0,Basic Materials,Specialty Chemicals
SFL,Sheela Foam Limited,54.941906,46.958,,-0.392,77105168384.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGIL,Synergy Green Industries Limited,35.72398,197.399,,1.076,6135599104.0,Industrials,Metal Fabrication
SGL,STL Global Limited,,61.409,,,344464320.0,Consumer Cyclical,Textile Manufacturing
SGLTL,Standard Glass Lining Technology Limited,47.337883,38.893,,0.224,27669538816.0,Industrials,Specialty Industrial Machinery
SHAH,Shah Metacorp Limited,5.35,3.895,,2.0,1918228608.0,Basic Materials,Steel
SHAHALLOYS,Shah Alloys Limited,,,,,960579008.0,Basic Materials,Steel
SHAILY,Shaily Engineering Plastics Limited,98.98796,35.597,,0.737,83155755008.0,Basic Materials,Specialty Chemicals
SHAKTIPUMP,Shakti Pumps (India) Limited,9.37223,17.325,,,109295845376.0,Industrials,Specialty Industrial Machinery
SHALBY,Shalby Limited,72.02098,45.774,,,22112983040.0,Healthcare,Medical Care Facilities
SHALPAINTS,Shalimar Paints Limited,,46.854,,,8858318848.0,Basic Materials,Specialty Chemicals
SHANKARA,Shankara Building Products Limited,16.66832,13.908,,-0.195,12222859264.0,Consumer Cyclical,Home Improvement Retail
SHANTI,Shanti Overseas (India) Limited,,4.552,,,150042064.0,Consumer Defensive,Farm Products
SHANTIGEAR,Shanthi Gears Limited,33.887173,,,0.511,33977436160.0,Industrials,Specialty Industrial Machinery
SHARDACROP,Sharda Cropchem Limited,20.15867,0.528,,5.765,49287454720.0,Basic Materials,Agricultural Inputs
SHARDAMOTR,Sharda Motor Industries Limited,13.47688,2.567,,0.003,41995243520.0,Consumer Cyclical,Auto Parts
SHAREINDIA,Share India Securities Limited,8.417971,17.128,,-0.48,36519104512.0,Financial Services,Capital Markets
SHEKHAWATI,Shekhawati Industries Limited,0.5182664,3.189,,-0.371,787294784.0,Consumer Cyclical,Textile Manufacturing
SHEMAROO,Shemaroo Entertainment Limited,,67.083,,,2630945024.0,Communication Services,Entertainment
SHILPAMED,Shilpa Medicare Limited,67.08111,21.154,,5.132,61486018560.0,Healthcare,Drug Manufacturers - Specialty & Generic
SHIVALIK,Shivalik Rasayan Limited,59.199028,19.058,,0.67,9492587520.0,Basic Materials,Agricultural Inputs
SHIVAMAUTO,Shivam Autotech Limited,,1086.824,,,3789699584.0,Consumer Cyclical,Auto Parts
SHIVAMILLS,Shiva Mills Limited,,12.443,,,655740544.0,Consumer Cyclical,Textile Manufacturing
SHIVATEX,Shiva Texyarn Limited,21.465803,90.59,,,2359600384.0,Consumer Cyclical,Textile Manufacturing
SHK,S H Kelkar and Company Limited,397.65118,66.461,,-0.471,23668606976.0,Basic Materials,Specialty Chemicals
SHOPERSTOP,Shoppers Stop Limited,164.09555,1115.521,,0.417,53010120704.0,Consumer Cyclical,Department Stores
SHRADHA,Shradha Infraprojects Limited,13.39713,161.495,,-0.096,2834916096.0,Real Estate,Real Estate - Development
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,25.725193,21.428,,,9984838656.0,Basic Materials,Building Materials
SHREECEM,SHREE CEMENT LIMITED,81.300896,8.041,,-0.724,992044253184.0,Basic Materials,Building Materials
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,16.867016,22.26,,1.054,9392485376.0,Basic Materials,Specialty Chemicals
SHREERAMA,Shree Rama Multi-Tech Limited,24.861315,23.544,,1.438,4552595968.0,Consumer Cyclical,Packaging & Containers
SHRENIK,Shrenik Limited,,,,,385560000.0,Basic Materials,Paper & Paper Products
SHREYANIND,Shreyans Industries Limited,4.9682636,10.903,,-0.564,2337325312.0,Basic Materials,Paper & Paper Products
SHRIPISTON,Shriram Pistons & Rings Limited,16.34022,22.543,,0.117,78384414720.0,Consumer Cyclical,Auto Parts
SHRIRAMFIN,Shriram Finance Limited,14.99395,296.607,16.09,0.198,1164989431808.0,Financial Services,Credit Services
SHRIRAMPPS,Shriram Properties Limited,23.085323,41.787,,-0.296,11522676736.0,Real Estate,Real Estate - Development
SHYAMCENT,Shyam Century Ferrous Limited,,2.377,,-0.951,1633731968.0,Basic Materials,Steel
SHYAMMETL,Shyam Metalics and Energy Limited,25.442356,9.954,,0.434,229729583104.0,Basic Materials,Steel
SHYAMTEL,Shyam Telecom Limited,,,,,154286528.0,Technology,Communication Equipment
SICALLOG,Sical Logistics Limited,,404.075,,,5545517056.0,Industrials,Integrated Freight & Logistics
SIEMENS,Siemens Limited,65.35676,1.818,,0.215,1754928644096.0,Industrials,Specialty Industrial Machinery
SIGACHI,Sigachi Industries Limited,20.702248,34.691,,0.209,14115391488.0,Healthcare,Drug Manufacturers - Specialty & Generic
SIGIND,Signet Industries Limited,11.442708,157.52,,-0.175,1293461760.0,Industrials,Conglomerates
SIGMA,Sigma Solve Limited,14.552893,10.751,,-0.078,2559097600.0,Technology,Information Technology Services
SIGNATURE,Signatureglobal (India) Limited,181.78993,360.661,,12.8,151990206464.0,Real Estate,Real Estate - Development
SIGNPOST,Signpost India Limited,22.667019,62.473,,-0.39,12191939584.0,Communication Services,Advertising Agencies
SIKKO,Sikko Industries Limited,22.256557,12.267,,-0.013,1296199680.0,Basic Materials,Agricultural Inputs
SIL,Standard Industries Limited,138.5,11.713,,,1247337344.0,Consumer Cyclical,Textile Manufacturing
SILGO,Silgo Retail Limited,32.132744,,,-0.393,671618816.0,Consumer Cyclical,Luxury Goods
SILINV,SIL Investments Limited,13.830656,,,0.241,5200997376.0,Financial Services,Asset Management
SILLYMONKS,Silly Monks Entertainment Limited,55.64516,12.407,,58.103,176144928.0,Communication Services,Entertainment
SILVERTUC,Silver Touch Technologies Limited,42.363934,28.998,,0.064,8192560128.0,Technology,Information Technology Services
SIMBHALS,Simbhaoli Sugars Limited,6.19469,,,,608039616.0,Consumer Defensive,Confectioners
SIMPLEXINF,Simplex Infrastructures Limited,10.89278,3618.764,,,14397128704.0,Industrials,Engineering & Construction
SINCLAIR,Sinclairs Hotels Limited,27.52318,20.099,,-0.79,4262784512.0,Consumer Cyclical,Lodging
SINDHUTRAD,Sindhu Trade Links Limited,113.333336,40.181,3.4290000000000003,,21001119744.0,Industrials,Conglomerates
SINTERCOM,Sintercom India Limited,325.57498,35.299,,0.071,3584945152.0,Consumer Cyclical,Auto Parts
SIRCA,Sirca Paints India Limited,29.330256,,,0.089,14011858944.0,Basic Materials,Specialty Chemicals
SIS,SIS LIMITED,19.422827,64.437,,1.801,43334352896.0,Industrials,Security & Protection Services
SITINET,Siti Networks Limited,,,,,505791232.0,Communication Services,Entertainment
SIYSIL,Siyaram Silk Mills Limited,14.451634,21.714,,0.041,27859509248.0,Consumer Cyclical,Textile Manufacturing
SJS,S.J.S. Enterprises Limited,23.475643,3.994,,0.306,25665144832.0,Consumer Cyclical,Auto Parts
SJVN,SJVN Limited,32.853848,163.336,,0.086,335683518464.0,Utilities,Utilities - Renewable
SKFINDIA,SKF India Limited,33.44485,0.445,,-0.172,179894992896.0,Industrials,Tools & Accessories
SKIPPER,Skipper Limited,34.592106,79.442,,0.683,44493328384.0,Industrials,Engineering & Construction
SKMEGGPROD,SKM Egg Products Export (India) Limited,6.322158,49.687,,-0.357,4329969664.0,Consumer Defensive,Packaged Foods
SKYGOLD,Sky Gold Limited,42.54119,134.799,,2.086,49378811904.0,Consumer Cyclical,Luxury Goods
SMARTLINK,Smartlink Holdings Limited,11.523064,8.14,,,1323682176.0,Technology,Communication Equipment
SMCGLOBAL,SMC Global Securities Limited,5.451434,133.871,,-0.154,11341104128.0,Financial Services,Capital Markets
SMLISUZU,SML Isuzu Limited,13.210696,88.085,,-0.806,15978817536.0,Consumer Cyclical,Auto Manufacturers
SMLT,Sarthak Metals Limited,32.649075,,,-0.276,1693975808.0,Industrials,Metal Fabrication
SMSLIFE,SMS Lifesciences India Limited,13.77361,45.35,,0.27,3174756864.0,Healthcare,Biotechnology
SMSPHARMA,SMS Pharmaceuticals Limited,24.375479,50.633,,0.581,16156681216.0,Healthcare,Drug Manufacturers - General
SNOWMAN,Snowman Logistics Limited,183.91667,76.147,,,7390315520.0,Industrials,Integrated Freight & Logistics
SOBHA,Sobha Limited,199.92526,44.071,,0.321,128654688256.0,Real Estate,Real Estate - Development
SOFTTECH,Softtech Engineers Limited,156.11386,33.743,,-0.759,4354068992.0,Technology,Software - Application
SOLARA,Solara Active Pharma Sciences Limited,,77.152,,,20200138752.0,Healthcare,Drug Manufacturers - Specialty & Generic
SOLARINDS,Solar Industries India Limited,81.304054,30.728,,0.549,913692098560.0,Basic Materials,Specialty Chemicals
SOMANYCERA,Somany Ceramics Limited,24.273857,43.249,,-0.566,16792652800.0,Industrials,Building Products & Equipment
SOMATEX,Soma Textiles & Industries Limited,1.4205607,0.944,,,1255254016.0,Consumer Cyclical,Textile Manufacturing
SOMICONVEY,Somi Conveyor Beltings Limited,33.001827,19.059,,0.938,2208088064.0,Industrials,Specialty Industrial Machinery
SONACOMS,Sona BLW Precision Forgings Limited,49.520893,3.744,,0.075,302030618624.0,Consumer Cyclical,Auto Parts
SONAMLTD,SONAM LIMITED,63.434784,39.757,,0.128,1752200704.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SONATSOFTW,Sonata Software Limited,23.305195,41.559,,,99732209664.0,Technology,Information Technology Services
SOTL,Savita Oil Technologies Limited,21.879879,0.003,,-0.813,24997134336.0,Basic Materials,Specialty Chemicals
SOUTHBANK,The South Indian Bank Limited,4.5381684,,14.860999999999999,-0.044,62215618560.0,Financial Services,Banks - Regional
SOUTHWEST,South West Pinnacle Exploration Limited,31.196375,68.006,,-0.007,3087401728.0,Energy,Oil & Gas Equipment & Services
SPAL,S. P. Apparels Limited,17.333065,40.936,,0.405,16153361408.0,Consumer Cyclical,Apparel Manufacturing
SPANDANA,Spandana Sphoorty Financial Limited,,223.811,,,17348548608.0,Financial Services,Credit Services
SPARC,Sun Pharma Advanced Research Company Limited,,,,,39724736512.0,Healthcare,Drug Manufacturers - Specialty & Generic
SPCENET,Spacenet Enterprises India Limited,35.809525,0.452,,-0.714,4229007360.0,Financial Services,Capital Markets
SPECIALITY,Speciality Restaurants Limited,25.493536,42.755,,-0.314,5742458880.0,Consumer Cyclical,Restaurants
SPENCERS,Spencer's Retail Limited,,,,,5207194112.0,Consumer Cyclical,Department Stores
SPIC,Southern Petrochemicals Industries Corporation  Limited,14.558182,49.138,,0.062,16305455104.0,Basic Materials,Agricultural Inputs
SPLIL,SPL Industries Limited,10.261781,,,-0.844,1136800000.0,Consumer Cyclical,Apparel Manufacturing
SPLPETRO,Supreme Petrochem Limited,26.041666,5.856,,0.053,108123570176.0,Basic Materials,Specialty Chemicals
SPMLINFRA,SPML Infra Limited,36.787807,69.732,,3.522,10716546048.0,Industrials,Engineering & Construction
SPORTKING,Sportking India Limited,10.676862,51.644,,0.179,10202610688.0,Consumer Cyclical,Textile Manufacturing
SRD,Shankar Lal Rampal Dye-Chem Limited,36.13253,9.203,,0.21,3846961152.0,Basic Materials,Specialty Chemicals
SREEL,Sreeleathers Limited,22.988459,0.611,,-0.091,5072797696.0,Consumer Cyclical,Footwear & Accessories
SRF,SRF Limited,76.33308,43.73,,0.07,874987323392.0,Industrials,Conglomerates
SRGHFL,SRG Housing Finance Limited,16.128393,274.809,,0.056,4079869184.0,Financial Services,Mortgage Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,9.979818,1.519,,0.296,8492295680.0,Basic Materials,Chemicals
SRM,SRM Contractors Limited,19.19131,15.692,,1.992,7296255488.0,Industrials,Engineering & Construction
SRPL,Shree Ram Proteins Limited,,110.022,,,290455200.0,Consumer Defensive,Farm Products
SSDL,Saraswati Saree Depot Limited,13.109687,,,-0.501,3644369664.0,Consumer Cyclical,Apparel Retail
SSWL,Steel Strips Wheels Limited,4.1512074,60.532,,-0.198,26976176128.0,Consumer Cyclical,Auto Parts
STALLION,Stallion India Fluorochemicals Limited,24.06422,60.244,,0.876,6242107904.0,Basic Materials,Specialty Chemicals
STANLEY,Stanley Lifestyles Limited,52.076122,40.48,,0.143,17189267456.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STAR,Strides Pharma Science Limited,15.747787,104.221,,0.759,54150197248.0,Healthcare,Drug Manufacturers - Specialty & Generic
STARCEMENT,Star Cement Limited,62.07576,13.8,,-0.879,82877194240.0,Basic Materials,Building Materials
STARHEALTH,Star Health and Allied Insurance Company Limited,26.740936,6.7,,-0.255,208126509056.0,Financial Services,Insurance - Diversified
STARPAPER,Star Paper Mills Limited,4.755493,0.724,,-0.478,2398230528.0,Basic Materials,Paper & Paper Products
STARTECK,Starteck Finance Limited,22.982315,104.483,,0.321,2839310080.0,Financial Services,Credit Services
STCINDIA,The State Trading Corporation of India Limited,18.32718,,,-0.884,6553800192.0,Industrials,Conglomerates
STEELCAS,Steelcast Limited,31.14997,,,1.787,20011288576.0,Basic Materials,Steel
STEELCITY,Steel City Securities Limited,12.307007,8.923,,0.698,1459496960.0,Financial Services,Capital Markets
STEELXIND,STEEL EXCHANGE INDIA LIMITED,22.028572,56.645,,67.819,9233726464.0,Basic Materials,Steel
STEL,Stel Holdings Limited,49.50472,,,0.0,7747576832.0,Financial Services,Asset Management
STERTOOLS,Sterling Tools Limited,17.332596,28.311,,-0.011,11282780160.0,Industrials,Tools & Accessories
STLTECH,Sterlite Technologies Limited,,94.86,,,38977294336.0,Technology,Communication Equipment
STOVEKRAFT,Stove Kraft Limited,61.745834,74.94,,0.799,24489732096.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLAMIND,Stylam Industries Limited,20.833878,1.113,,-0.051,27036456960.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLEBAAZA,Baazar Style Retail Limited,122.025635,186.977,,-0.257,17755209728.0,Consumer Cyclical,Apparel Retail
STYRENIX,Styrenix Performance Materials Limited,21.413548,3.158,,0.365,48871264256.0,Basic Materials,Chemicals
SUBEXLTD,Subex Limited,,7.564,,,6728303616.0,Technology,Software - Application
SUBROS,Subros Limited,26.672323,4.72,,0.226,35896000512.0,Consumer Cyclical,Auto Parts
SUDARSCHEM,Sudarshan Chemical Industries Limited,56.51327,46.161,,-0.965,75264983040.0,Basic Materials,Specialty Chemicals
SUKHJITS,Sukhjit Starch & Chemicals Limited,12.347355,67.886,,-0.327,6081649664.0,Basic Materials,Specialty Chemicals
SULA,Sula Vineyards Limited,29.934212,64.707,,-0.348,21123502080.0,Consumer Defensive,Beverages - Wineries & Distilleries
SUMICHEM,Sumitomo Chemical India Limited,47.172646,1.064,,0.582,242759647232.0,Basic Materials,Agricultural Inputs
SUMIT,Sumit Woods Limited,33.142384,79.025,,0.5,3061452800.0,Real Estate,Real Estate - Development
SUMMITSEC,Summit Securities Limited,19.342367,,,,17011743744.0,Financial Services,Capital Markets
SUNCLAY,Sundaram Clayton Limited,0.5981572,340.615,,,45769035776.0,Industrials,Metal Fabrication
SUNDARAM,Sundaram Multi Pap Limited,,42.851,,,990404416.0,Basic Materials,Paper & Paper Products
SUNDARMFIN,Sundaram Finance Limited,32.57356,382.446,,0.065,509971857408.0,Financial Services,Credit Services
SUNDARMHLD,Sundaram Finance Holdings Limited,10.254446,0.304,,0.033,58523103232.0,Financial Services,Asset Management
SUNDRMBRAK,Sundaram Brake Linings Limited,66.66074,50.865,,-0.719,3013688832.0,Consumer Cyclical,Auto Parts
SUNDRMFAST,Sundram Fasteners Limited,35.210487,22.806,,0.015,193328267264.0,Consumer Cyclical,Auto Parts
SUNFLAG,Sunflag Iron And Steel Company Limited,25.060066,8.695,,0.39,40675434496.0,Basic Materials,Steel
SUNPHARMA,Sun Pharmaceutical Industries Limited,35.336903,3.707,,0.152,4039151976448.0,Healthcare,Drug Manufacturers - Specialty & Generic
SUNTECK,Sunteck Realty Limited,26.445955,9.364,,,54120357888.0,Real Estate,Real Estate - Development
SUNTV,Sun TV Network Limited,12.870037,1.132,,-0.2,224786087936.0,Communication Services,Broadcasting
SUPERHOUSE,Superhouse Limited,14.679375,41.566,,-0.631,1675251456.0,Consumer Cyclical,Footwear & Accessories
SUPERSPIN,Super Spinning Mills Limited,,31.738,,,607200384.0,Consumer Cyclical,Textile Manufacturing
SUPRAJIT,Suprajit Engineering Limited,41.335796,69.759,,-0.162,53779357696.0,Consumer Cyclical,Auto Parts
SUPREME,Supreme Holdings & Hospitality (India) Limited,23.336899,1.037,,2.324,3375414272.0,Real Estate,Real Estate - Development
SUPREMEENG,Supreme Engineering Limited,,,,,519895968.0,Basic Materials,Steel
SUPREMEIND,Supreme Industries Limited,41.49603,1.402,,-0.27,425585803264.0,Industrials,Building Products & Equipment
SUPREMEINF,Supreme Infrastructure India Limited,,,,,2649506560.0,Industrials,Engineering & Construction
SUPRIYA,Supriya Lifescience Limited,27.544952,0.608,,0.573,48136785920.0,Healthcare,Biotechnology
SURAJEST,Suraj Estate Developers Limited,13.569784,78.69,,-0.165,14088361984.0,Real Estate,Real Estate - Development
SURAJLTD,Suraj Limited,30.3125,37.843,,0.046,7577031168.0,Basic Materials,Steel
SURAKSHA,Suraksha Diagnostic Limited,46.7395,43.43,,0.356,14483671040.0,Healthcare,Diagnostics & Research
SURANASOL,Surana Solar Limited,270.4167,6.338,,0.886,1597737472.0,Technology,Solar
SURANAT&P,Surana Telecom and Power Limited,27.507044,4.771,,-0.333,2770857728.0,Utilities,Utilities - Independent Power Producers
SURYALAXMI,Suryalakshmi Cotton Mills Limited,64.69565,98.634,,0.043,1131516928.0,Consumer Cyclical,Textile Manufacturing
SURYAROSNI,Surya Roshni Limited,15.844503,3.235,,-0.002,51420069888.0,Basic Materials,Steel
SURYODAY,Suryoday Small Finance Bank Limited,5.052471,,11.3199994,-0.418,10541346816.0,Financial Services,Banks - Regional
SUTLEJTEX,Sutlej Textiles and Industries Limited,,88.437,,,5943686144.0,Consumer Cyclical,Textile Manufacturing
SUULD,Suumaya Industries Limited,,,,,157117712.0,Consumer Cyclical,Apparel Retail
SUVEN,Suven Life Sciences Limited,,0.127,,,26506835968.0,Healthcare,Drug Manufacturers - Specialty & Generic
